id,tenant_id,user_id,notification_type,title,body,payload,read_at,created_at
4ab949ce-9ee0-4401-838c-a6d470ac88aa,c7d81291-463a-4d37-a909-3ee5c3223900,92359160-bc36-4fbc-9043-0cc07fa21744,security_alert,Security Alert,security alert notification for Amir Rodriguez,"{""deep_link"":""/app/notifications/0"",""severity"":""info""}",,2025-10-22T02:52:27+05:30
1b5c4c58-0454-4660-a9e6-11a773223e82,4598b7de-3dae-4209-a205-331116f172ee,17cbe927-9a43-4460-833f-10ec2283afbf,security_alert,Security Alert,security alert notification for Leila Walker,"{""deep_link"":""/app/notifications/1"",""severity"":""warning""}",2026-06-08T02:54:58+05:30,2026-06-08T02:25:58+05:30
91e5090f-9293-4a20-b898-13fc79a372c8,0a6b4b7c-359e-4ae0-9a29-89e7a2c450b3,5e87ec75-16da-4874-82d6-56aeb9f96848,security_alert,Security Alert,security alert notification for Emma Sharma,"{""deep_link"":""/app/notifications/2"",""severity"":""warning""}",,2025-10-29T11:07:40+05:30
392a9857-6805-44e6-a0da-e6ce0c9bf746,51aede00-cdcb-4279-ab8f-10f40467e900,e96cfa89-f602-44f4-830e-f129a4c1f689,report_ready,Report Ready,report ready notification for Mia Martinez,"{""deep_link"":""/app/notifications/3"",""severity"":""info""}",2025-09-25T08:10:34+05:30,2025-09-25T07:24:34+05:30
9fda7de0-3fcc-4f32-baf1-66d3fa3541bc,beb85c12-f4a9-4d5e-b758-69ceab3762f4,72a51c79-9b8a-4cdc-a96f-1a9222d0b1d9,report_ready,Report Ready,report ready notification for Zara Reddy,"{""deep_link"":""/app/notifications/4"",""severity"":""critical""}",2025-08-08T04:19:29+05:30,2025-08-08T02:45:29+05:30
5c399174-90b3-439b-8662-55d5d734de12,4c280ffb-8d40-4c63-915f-3972b01b44bb,37019b8f-8261-45ad-990f-fa27ec3d255e,report_ready,Report Ready,report ready notification for Nora Gupta,"{""deep_link"":""/app/notifications/5"",""severity"":""warning""}",2025-08-05T03:04:05+05:30,2025-08-04T23:38:05+05:30
a471ed41-de54-4987-b8ff-336de1738e84,6fbfe15d-44a4-4f2d-9d48-7cd852ab9d80,53ebe9ad-e6d1-446b-8777-01023c40e7ec,billing_alert,Billing Alert,billing alert notification for Mason Nguyen,"{""deep_link"":""/app/notifications/6"",""severity"":""info""}",,2025-12-09T04:04:52+05:30
cf284c2c-6d5e-48db-a9db-b65c3f307d57,60e6e333-7cd9-4623-a199-503967b22f0c,70f91821-4341-44cd-bb22-63946a965fc9,task_assigned,Task Assigned,task assigned notification for Kabir Davis,"{""deep_link"":""/app/notifications/7"",""severity"":""info""}",2025-12-03T07:50:04+05:30,2025-12-03T07:11:04+05:30
dd3249fd-f4af-44ae-8907-70ae4060494d,99b7f502-bf98-4c51-8fce-0c2e042d862d,5b4b29ab-5e49-4a44-a282-e89104c383f2,billing_alert,Billing Alert,billing alert notification for Emma Nair,"{""deep_link"":""/app/notifications/8"",""severity"":""info""}",,2026-05-27T04:13:47+05:30
246afd93-5ab7-4030-a6b9-59bec6cc4e24,74d15667-e8d9-4bc5-96b2-2cae0ca42248,c75caf7d-7ea3-49a6-8aff-8855a4d6159d,task_assigned,Task Assigned,task assigned notification for Aditya Wright,"{""deep_link"":""/app/notifications/9"",""severity"":""info""}",2026-05-25T04:28:03+05:30,2026-05-25T02:48:03+05:30
3c6dc9a0-8e22-43fc-a6d1-0ce70c2617ff,d14c85cd-6a15-4d2a-b69b-b45fc0a65dcd,54327c18-985f-4ae4-a004-690abd4cd853,task_assigned,Task Assigned,task assigned notification for Aditya Young,"{""deep_link"":""/app/notifications/10"",""severity"":""info""}",2025-10-18T09:49:19+05:30,2025-10-18T08:49:19+05:30
084f4510-90ca-4c3f-b5bc-e1b9498863a4,07650c52-892e-4f8a-b45b-b851d90db0fd,c960ceb9-cdc9-479f-97f1-b35953ed78e5,failed_job,Failed Job,failed job notification for Priya Wright,"{""deep_link"":""/app/notifications/11"",""severity"":""critical""}",,2025-09-30T03:59:22+05:30
0239ace0-165a-46a7-837f-338edb23e1b6,46d5dd02-9c48-4d80-8ff9-2078da3c6d46,b87db078-d9e6-41cc-b067-06c14b5f0364,failed_job,Failed Job,failed job notification for Emma Wright,"{""deep_link"":""/app/notifications/12"",""severity"":""warning""}",2026-02-02T12:45:44+05:30,2026-02-02T09:18:44+05:30
2ce7b183-723d-4a1f-9cb3-f3d3f2c4152f,3bf589a2-07d1-4dcf-9c83-823cada0d607,7fdc5b66-a48d-42f3-9c73-4dfd0ed0b09f,task_assigned,Task Assigned,task assigned notification for Sofia Young,"{""deep_link"":""/app/notifications/13"",""severity"":""warning""}",,2026-01-09T22:31:00+05:30
16dbd78c-a56e-4793-9c03-b259cb726f61,49026c7f-4614-4430-9b2e-4efbce1c11be,f8c9b0c8-ce68-4c8b-a02f-6bf88762d568,billing_alert,Billing Alert,billing alert notification for Nikhil Lee,"{""deep_link"":""/app/notifications/14"",""severity"":""info""}",,2026-04-19T14:28:52+05:30
e1144fec-4760-48d2-935b-fe135e3a902e,5b3e3188-26b2-41f8-8d4e-57067597768b,bee22042-e100-4fe2-bfca-81619385eb1d,billing_alert,Billing Alert,billing alert notification for Amelia Singh,"{""deep_link"":""/app/notifications/15"",""severity"":""critical""}",,2025-10-22T04:58:12+05:30
6303eb22-e116-47e2-80f8-ad3cb2cd7c0e,4d2467ce-3b58-4848-accb-0a4dc3cba1ac,ef2e7ea1-3509-41f8-9c0b-269b02fca817,failed_job,Failed Job,failed job notification for Daniel Scott,"{""deep_link"":""/app/notifications/16"",""severity"":""warning""}",,2026-02-26T09:27:25+05:30
5b7781a3-374c-4633-a892-5049301ab107,2f76e7b9-7d11-4c1f-bca7-512fe16c55d0,460a618d-3a9d-4760-aff7-d48a73221243,failed_job,Failed Job,failed job notification for Ananya Lee,"{""deep_link"":""/app/notifications/17"",""severity"":""critical""}",2026-05-18T10:14:19+05:30,2026-05-18T09:45:19+05:30
30a15680-738d-433b-8371-4a5f07fe66e6,8df5555c-86a1-4558-b57a-c3877a013d64,a6308784-73a6-45da-b71f-7375c2c09acc,mention,Mention,mention notification for Meera King,"{""deep_link"":""/app/notifications/18"",""severity"":""warning""}",2025-07-07T07:08:47+05:30,2025-07-07T04:09:47+05:30
267354fd-885e-4f66-be68-8e98aaab287a,ace3e79d-cd39-4334-a57b-b5d4e459a08f,cb597ac4-a5e8-4d28-b03a-cffbe4bf8670,mention,Mention,mention notification for Sofia Scott,"{""deep_link"":""/app/notifications/19"",""severity"":""warning""}",2026-05-11T03:34:15+05:30,2026-05-11T01:00:15+05:30
32138000-8c32-48dc-838b-a1149ac23489,e2122892-2aff-4bc3-90b4-39222675d351,7f2f3262-0c96-46e0-86c3-4923dbf81bfa,report_ready,Report Ready,report ready notification for Zara Thomas,"{""deep_link"":""/app/notifications/20"",""severity"":""warning""}",2025-08-21T09:30:53+05:30,2025-08-21T06:35:53+05:30
146b845e-a771-44d5-945b-6aa28ac4b748,81a138c2-1dff-4af1-a247-4562a7b554c5,ab4b9fbe-dd89-4dba-902c-0e769886f247,security_alert,Security Alert,security alert notification for Daniel Nair,"{""deep_link"":""/app/notifications/21"",""severity"":""critical""}",2025-09-13T12:11:20+05:30,2025-09-13T10:25:20+05:30
afe60929-934d-4460-891c-726bdadc9a47,8fc0f24c-dbc1-46d9-a067-81d5c07dcb60,15bf5348-3c8a-4899-9fca-988f5ef9ea4c,failed_job,Failed Job,failed job notification for Hana Johnson,"{""deep_link"":""/app/notifications/22"",""severity"":""warning""}",,2026-01-16T03:19:14+05:30
9d5d6a9b-dacb-4134-8a8c-c51d4530f1db,ce72b8e2-6f3d-43bd-8c13-8082a1acc26a,856c0710-1da5-4ca0-83e9-56c1bc132180,report_ready,Report Ready,report ready notification for Riya Martinez,"{""deep_link"":""/app/notifications/23"",""severity"":""critical""}",2025-12-09T13:12:24+05:30,2025-12-09T13:03:24+05:30
9ca9f2e5-019f-460c-88da-6ab51f2ff84d,6f91e0b1-e5d6-4792-b48b-92d6454d0347,cc224e51-2d67-4274-848f-4959c4551675,report_ready,Report Ready,report ready notification for Daniel Garcia,"{""deep_link"":""/app/notifications/24"",""severity"":""info""}",2025-07-02T16:00:25+05:30,2025-07-02T14:39:25+05:30
089b2e58-f229-4189-9a28-8decabe727c8,2a8edbbf-cfce-4a1d-9f2e-6a7711380237,0a8ce51d-df5c-402a-9b65-c29193c7467e,task_assigned,Task Assigned,task assigned notification for Kavya Smith,"{""deep_link"":""/app/notifications/25"",""severity"":""critical""}",,2026-02-06T08:43:50+05:30
6e305bc5-e015-48e1-8d49-b15f4c6bbe56,405deed9-ba9d-4864-9bf5-1624b07f7882,ab3de0c3-f0a0-4ff0-9aa4-6b3eadd01e58,billing_alert,Billing Alert,billing alert notification for Nora Wilson,"{""deep_link"":""/app/notifications/26"",""severity"":""info""}",2026-01-24T17:33:08+05:30,2026-01-24T14:11:08+05:30
8b57476b-bd4e-4ab7-a77f-8256f2adb672,140b8c99-70b5-46f3-b669-abf99cb3bcb5,723eb505-0dcf-4ea7-b871-d098b2651c03,security_alert,Security Alert,security alert notification for Charlotte Patel,"{""deep_link"":""/app/notifications/27"",""severity"":""critical""}",2025-11-28T13:50:13+05:30,2025-11-28T10:19:13+05:30
3b95d3d8-844c-4961-a004-1aa96c69d29e,6b91578d-c0d4-46f8-b25a-5e319efd07ea,9f62ddea-191f-4261-b9b3-347faceffd80,mention,Mention,mention notification for Liam Garcia,"{""deep_link"":""/app/notifications/28"",""severity"":""info""}",2026-04-15T07:57:15+05:30,2026-04-15T07:10:15+05:30
1313489f-303c-47e2-8489-251dee7cd5cb,ab68d28d-eb87-4198-860a-492263d7251f,5d396690-4b64-477c-bb08-c54cd7176cc2,task_assigned,Task Assigned,task assigned notification for Amir Patel,"{""deep_link"":""/app/notifications/29"",""severity"":""info""}",,2026-03-19T08:20:55+05:30
9737f440-f6f9-4366-a0a2-0a129876edc0,3f5d8054-8479-49d1-977c-63974248d2f3,504f3bb3-f0ac-4d9e-b2c3-3464c22ad472,failed_job,Failed Job,failed job notification for Neha Rodriguez,"{""deep_link"":""/app/notifications/30"",""severity"":""info""}",2026-05-03T10:59:11+05:30,2026-05-03T09:56:11+05:30
0d2f72e4-4b9b-4fb9-b715-61917e5dc2ec,3d3163d2-4e44-4bbb-b726-cab4ff659113,a4135f83-d79c-4dbc-8dce-62cb29453975,failed_job,Failed Job,failed job notification for Fatima Young,"{""deep_link"":""/app/notifications/31"",""severity"":""critical""}",2025-07-16T17:48:15+05:30,2025-07-16T13:48:15+05:30
76e9ce53-b27c-4158-abee-4922946c19b7,8c44430a-91b8-432b-ad33-ffafc4f8c201,c74b7702-4f6e-40aa-b50c-1e52d0d08a12,mention,Mention,mention notification for Olivia Young,"{""deep_link"":""/app/notifications/32"",""severity"":""warning""}",,2025-12-09T01:01:22+05:30
e7621f2c-dddd-4fed-ab6d-32e69702fe1d,c0d1e5ab-7421-4f5f-a003-661bbb3300b7,59e21b2b-a12b-4f36-8818-0e17966a3212,billing_alert,Billing Alert,billing alert notification for Ava Mehta,"{""deep_link"":""/app/notifications/33"",""severity"":""critical""}",,2026-02-03T04:28:11+05:30
2621044a-de2f-4a66-b3bc-30cb38c3137c,c2b51c4a-664e-4d81-adeb-6d2891e9535c,6b572034-58e0-4f87-80b6-cbf9e5da729a,billing_alert,Billing Alert,billing alert notification for Mason Nguyen,"{""deep_link"":""/app/notifications/34"",""severity"":""warning""}",2025-10-23T22:18:29+05:30,2025-10-23T21:40:29+05:30
f79fb735-7e2a-4cd3-8bdb-55443413f60e,ecd7e694-1a3e-41c0-9916-c89829b7c3fd,dfdfa565-3ac8-44ef-bbc7-203897c75b6b,security_alert,Security Alert,security alert notification for Arjun Walker,"{""deep_link"":""/app/notifications/35"",""severity"":""warning""}",2025-08-03T16:32:33+05:30,2025-08-03T12:46:33+05:30
c63d3553-016c-4397-90c2-309d00fdac5e,8b4bfaa5-062c-4bd6-b0c0-893eecc1cd3d,4f10e82f-ae6d-4046-8753-a15f7b46ded9,billing_alert,Billing Alert,billing alert notification for Diya Patel,"{""deep_link"":""/app/notifications/36"",""severity"":""warning""}",2026-04-13T07:37:43+05:30,2026-04-13T04:14:43+05:30
69f00966-04b2-4e01-b2f7-1d736778f65d,424fd2f4-dd96-46fa-8b4f-9cbf898403c3,fa45f293-74a8-4eb6-97f4-e0c014be1be2,billing_alert,Billing Alert,billing alert notification for Lucas Nair,"{""deep_link"":""/app/notifications/37"",""severity"":""warning""}",2026-05-25T11:21:25+05:30,2026-05-25T10:41:25+05:30
aba68362-eb08-485c-b15e-9eb8148d9726,fa539183-81c8-4d0f-bacb-6267333d1c1b,3f6f2151-1620-49c2-847d-407be178c7e8,security_alert,Security Alert,security alert notification for Ananya Nair,"{""deep_link"":""/app/notifications/38"",""severity"":""warning""}",2025-09-14T07:26:18+05:30,2025-09-14T05:56:18+05:30
1ce53ebd-bdca-4c11-b3d0-79827b26a6aa,74b17dcc-1888-4609-aa87-34bab2f1e426,69e645a0-94d1-4d4d-b2b9-93fa3ba6b455,task_assigned,Task Assigned,task assigned notification for Nora Brown,"{""deep_link"":""/app/notifications/39"",""severity"":""critical""}",2025-07-18T16:11:50+05:30,2025-07-18T12:50:50+05:30
6aeedbeb-daa3-4639-96c2-bd38a08527d6,33c3a356-65e9-4f38-bb93-27954e0384fd,72d39383-3ee2-4367-a263-5b5fb5cf72a7,security_alert,Security Alert,security alert notification for Olivia Davis,"{""deep_link"":""/app/notifications/40"",""severity"":""critical""}",,2025-08-29T23:17:24+05:30
